,,,,,Xist,,,,Tsix,,,,Ddx3x,,,,Ddx3y,,,,Eif1ax,,,,Ezh2,,,,Ftx,,,,Jpx,,,,,,,,,Kdm6a,,,,Pcgf3,,,,Pcgf5,,,,Rlim,,,,Rps4x,,,,Spen,,,,Suz12,,,,Usp9x,,,,Usp9y,,,
Tissue,Cell Type,Cell Count,Tissue Composition,Sex,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction
adipose tissue,    male,9801,0.00%,male,1.476678491,0.023420344,1,0.01%,,,,0.00%,1.950633514,0.146354196,2184,22.28%,2.038905419,0.169250051,1175,11.99%,1.757185502,0.096177897,154,1.57%,2.048921712,0.171848065,540,5.51%,2.031035931,0.167208873,479,4.89%,2.009513506,0.161626414,153,1.56%,Kdm5c,2.03607832,0.168516762,793,8.09%,2.040678478,0.169709945,1218,12.43%,1.979292707,0.153787782,451,4.60%,2.074883959,0.178582119,741,7.56%,1.991303296,0.156903073,682,6.96%,2.706468131,0.34240162,4117,42.01%,2.062477305,0.175364097,1108,11.30%,1.999745907,0.159092907,785,8.01%,2.094440197,0.183654591,1723,17.58%,1.773693323,0.100459674,4,0.04%
adipose tissue,    female,3675,0.90%,female,2.622052724,0.320506059,1860,50.61%,1.868797075,0.125127565,268,7.29%,1.858225949,0.12238564,1075,29.25%,,,,0.00%,1.645807224,0.06728874,45,1.22%,1.931074938,0.141281118,151,4.11%,1.916462093,0.137490857,154,4.19%,1.888121395,0.130139882,59,1.61%,Kdm5c,1.990293181,0.156641071,356,9.69%,2.060819456,0.174934086,661,17.99%,1.829842288,0.115023522,147,4.00%,1.992317228,0.157166065,271,7.37%,1.900952528,0.133468005,177,4.82%,2.775099783,0.360203211,2112,57.47%,1.974657904,0.152585612,327,8.90%,1.882635247,0.128716892,219,5.96%,1.983045667,0.15476122,495,13.47%,1.388172269,0.000463713,1,0.03%
adipose tissue,smooth muscle cell,243,0.03%,aggregated,2.650947571,0.328000768,70,28.81%,1.980133937,0.154005979,13,5.35%,1.956457683,0.147864862,56,23.05%,1.915122138,0.137143301,27,11.11%,1.811747624,0.110330151,13,5.35%,1.917589951,0.137783399,10,4.12%,1.943620624,0.144535202,33,13.58%,1.953606415,0.147125304,10,4.12%,Kdm5c,1.857951573,0.122314472,28,11.52%,1.964920044,0.150059819,73,30.04%,2.000631544,0.159322622,18,7.41%,2.030796907,0.167146876,49,20.16%,1.998112729,0.158669295,19,7.82%,2.154688835,0.199281807,4,1.65%,2.010447257,0.161868609,35,14.40%,1.910268784,0.135884444,32,13.17%,2.047862909,0.171573434,78,32.10%,,,,0.00%
adipose tissue,    male,152,,male,,,,0.00%,,,,0.00%,1.86276548,0.123563097,34,22.37%,1.915122138,0.137143301,27,17.76%,1.799730873,0.107213261,10,6.58%,1.949477005,0.146054223,5,3.29%,1.861034594,0.123114142,19,12.50%,1.794387245,0.105827238,5,3.29%,Kdm5c,1.746040072,0.093287009,14,9.21%,1.863338377,0.123711695,41,26.97%,2.023639255,0.165290333,9,5.92%,2.013102363,0.162557287,34,22.37%,1.912592093,0.136487061,12,7.89%,2.20344162,0.211927242,3,1.97%,2.019621905,0.164248318,17,11.18%,1.736898422,0.09091586,16,10.53%,2.000531422,0.159296653,55,36.18%,,,,0.00%
adipose tissue,    female,91,0.03%,female,2.650947571,0.328000768,70,76.92%,1.980133937,0.154005979,13,14.29%,2.10125455,0.18542209,22,24.18%,,,,0.00%,1.851803144,0.120719701,3,3.30%,1.885703087,0.129512625,5,5.49%,2.055701937,0.173606711,14,15.38%,2.112825394,0.18842332,5,5.49%,Kdm5c,1.969863074,0.151341935,14,15.38%,2.095071554,0.183818352,32,35.16%,1.977624045,0.153354966,9,9.89%,2.070904287,0.177549877,15,16.48%,2.14471926,0.196695911,7,7.69%,2.008430481,0.1613455,1,1.10%,2.001782311,0.159621107,18,19.78%,2.083639145,0.180853028,16,17.58%,2.161047065,0.200930996,23,25.27%,,,,0.00%
adipose tissue,mast cell,151,0.00%,aggregated,2.847818565,0.379064917,5,3.31%,2.44093585,0.273528194,2,1.32%,2.46937561,0.280904863,12,7.95%,2.293138944,0.23519282,13,8.61%,2.606168985,0.316386155,1,0.66%,2.201164007,0.211336478,16,10.60%,2.32541728,0.243565134,4,2.65%,2.324012756,0.243200831,1,0.66%,Kdm5c,2.293923254,0.235396254,23,15.23%,2.384150285,0.258799226,26,17.22%,2.095042759,0.183810883,9,5.96%,2.314247131,0.240667835,9,5.96%,2.179426193,0.205698151,10,6.62%,1.973495722,0.152284167,1,0.66%,2.297909631,0.236430235,18,11.92%,2.346379416,0.249002266,14,9.27%,2.28327624,0.232634645,36,23.84%,,,,0.00%
adipose tissue,    male,145,,male,,,,0.00%,,,,0.00%,2.473353126,0.281936546,11,7.59%,2.293138944,0.23519282,13,8.97%,2.606168985,0.316386155,1,0.69%,2.201164007,0.211336478,16,11.03%,2.32541728,0.243565134,4,2.76%,2.324012756,0.243200831,1,0.69%,Kdm5c,2.293923254,0.235396254,23,15.86%,2.390075352,0.260336063,23,15.86%,2.095042759,0.183810883,9,6.21%,2.315389395,0.240964114,8,5.52%,2.179426193,0.205698151,10,6.90%,1.973495722,0.152284167,1,0.69%,2.297909631,0.236430235,18,12.41%,2.321960302,0.242668468,13,8.97%,2.282234192,0.23236436,32,22.07%,,,,0.00%
adipose tissue,monocyte,6800,0.59%,aggregated,2.733937968,0.349526712,1210,17.79%,1.881118223,0.128323409,249,3.66%,2.041810658,0.170003608,1162,17.09%,2.07858294,0.179541556,1038,15.26%,1.827518098,0.114420676,115,1.69%,2.042131511,0.170086831,658,9.68%,2.003776647,0.160138395,632,9.29%,1.975729888,0.152863662,212,3.12%,Kdm5c,2.028291653,0.166497066,1133,16.66%,2.051556917,0.172531581,1863,27.40%,1.962510851,0.149434925,549,8.07%,2.072848154,0.178054075,974,14.32%,1.983032665,0.154757847,836,12.29%,2.011066221,0.162029155,53,0.78%,2.057690071,0.17412239,1360,20.00%,1.991446022,0.156940093,957,14.07%,2.083918575,0.180925506,2152,31.65%,1.696589088,0.080460476,5,0.07%
adipose tissue,    male,5353,,male,,,,0.00%,,,,0.00%,2.100797871,0.185303637,921,17.21%,2.07858294,0.179541556,1038,19.39%,1.853464044,0.121150503,92,1.72%,2.067247231,0.176601315,515,9.62%,2.031035931,0.167208873,479,8.95%,2.009513506,0.161626414,153,2.86%,Kdm5c,2.042716482,0.17023856,781,14.59%,2.044001808,0.170571946,1210,22.60%,1.993643851,0.157510163,424,7.92%,2.096555217,0.184203183,712,13.30%,2.000943154,0.159403447,665,12.42%,1.984247367,0.155072915,48,0.90%,2.0777391,0.179322682,1054,19.69%,2.016215276,0.163364711,754,14.09%,2.107817095,0.187124274,1679,31.37%,1.773693323,0.100459674,4,0.07%
adipose tissue,    female,1447,0.59%,female,2.733937968,0.349526712,1210,83.62%,1.881118223,0.128323409,249,17.21%,1.816385989,0.111533244,241,16.66%,,,,0.00%,1.723734482,0.087501414,23,1.59%,1.95167979,0.146625578,143,9.88%,1.918435689,0.138002765,153,10.57%,1.888121395,0.130139882,59,4.08%,Kdm5c,1.996286566,0.158195627,352,24.33%,2.065556431,0.176162757,653,45.13%,1.856908203,0.122043844,125,8.64%,2.008423085,0.161343582,262,18.11%,1.913380941,0.136691671,171,11.82%,2.268527412,0.228809112,5,0.35%,1.988631903,0.15621017,306,21.15%,1.899445933,0.133077227,203,14.03%,1.999086924,0.158921981,473,32.69%,1.388172269,0.000463713,1,0.07%
adipose tissue,dendritic cell,1399,0.14%,aggregated,2.82416975,0.372930917,284,20.30%,1.935890785,0.142530246,65,4.65%,2.049771341,0.17206844,205,14.65%,2.133591851,0.193809698,225,16.08%,1.820507558,0.112602291,15,1.07%,2.153123772,0.198875863,318,22.73%,1.991959245,0.157073212,146,10.44%,1.883985581,0.12906714,31,2.22%,Kdm5c,2.063176688,0.175545502,213,15.23%,2.11290953,0.188445144,421,30.09%,1.987344864,0.15587634,109,7.79%,2.473221355,0.281902367,317,22.66%,2.019798227,0.164294052,147,10.51%,1.87520563,0.126789808,21,1.50%,2.020696731,0.164527105,231,16.51%,2.07430429,0.178431765,269,19.23%,2.076991409,0.179128747,433,30.95%,1.55834198,0.044602116,1,0.07%
adipose tissue,    male,1076,,male,,,,0.00%,2.124557972,0.191466502,1,0.09%,2.094956297,0.183788457,161,14.96%,2.133591851,0.193809698,225,20.91%,1.860011761,0.122848841,13,1.21%,2.201133445,0.211328551,243,22.58%,2.015293495,0.16312562,102,9.48%,1.879955292,0.128021769,19,1.77%,Kdm5c,2.097394539,0.184420885,132,12.27%,2.106409727,0.186759233,271,25.19%,2.057932145,0.174185179,78,7.25%,2.49755564,0.288214164,248,23.05%,2.050887193,0.172357869,123,11.43%,1.850123405,0.120284012,16,1.49%,2.06935869,0.177148982,169,15.71%,2.088510322,0.182116508,209,19.42%,2.126141673,0.19187728,329,30.58%,1.55834198,0.044602116,1,0.09%
adipose tissue,    female,323,0.14%,female,2.82416975,0.372930917,284,87.93%,1.932942867,0.141765619,64,19.81%,1.884435134,0.129183745,44,13.62%,,,,0.00%,1.563730478,0.045999778,2,0.62%,1.997572428,0.158529153,75,23.22%,1.937866211,0.14304263,44,13.62%,1.890366872,0.130722311,12,3.72%,Kdm5c,2.007414264,0.161081916,81,25.08%,2.124652507,0.191491022,150,46.44%,1.809738159,0.109808938,31,9.60%,2.385758994,0.259216491,69,21.36%,1.860466639,0.122966827,24,7.43%,1.955468941,0.147608403,5,1.55%,1.888053771,0.130122342,62,19.20%,2.024820073,0.165596612,60,18.58%,1.921506735,0.13879933,104,32.20%,,,,0.00%
adipose tissue,macrophage,54270,2.06%,aggregated,2.725998054,0.347467267,4244,7.82%,1.894018921,0.131669575,1000,1.84%,1.978921619,0.153691529,8972,16.53%,1.965100353,0.150106587,9286,17.11%,1.793475072,0.105590639,1245,2.29%,1.980040578,0.153981763,4614,8.50%,1.917135165,0.137665437,5389,9.93%,1.875650224,0.126905126,1693,3.12%,Kdm5c,1.92552905,0.139842633,7210,13.29%,1.97311722,0.152185992,11639,21.45%,1.883126759,0.12884438,4596,8.47%,1.962952645,0.149549517,5826,10.74%,1.902868361,0.133964932,6841,12.61%,2.313533077,0.240482624,324,0.60%,1.938231906,0.143137483,9460,17.43%,1.933184317,0.141828246,7809,14.39%,2.025411076,0.165749906,18241,33.61%,1.786586217,0.103803817,42,0.08%
adipose tissue,    male,49229,0.00%,male,1.927482605,0.140349343,4,0.01%,2.054838816,0.173382836,6,0.01%,1.985975811,0.155521237,8055,16.36%,1.965112581,0.150109758,9285,18.86%,1.794835924,0.105943615,1193,2.42%,1.979436915,0.153825186,4311,8.76%,1.920800274,0.138616089,4815,9.78%,1.880587621,0.128185782,1450,2.95%,Kdm5c,1.919235727,0.138210278,6194,12.58%,1.963947997,0.14980769,9692,19.69%,1.885358331,0.129423202,4213,8.56%,1.957932546,0.14824741,5138,10.44%,1.906369846,0.134873142,6421,13.04%,2.13464611,0.19408315,203,0.41%,1.937324711,0.142902176,8613,17.50%,1.934911589,0.142276263,7128,14.48%,2.028051567,0.166434793,16501,33.52%,1.735326667,0.09050818,38,0.08%
adipose tissue,    female,5041,2.06%,female,2.726751364,0.347662659,4240,84.11%,1.893048231,0.131417799,994,19.72%,1.916957843,0.137619444,917,18.19%,1.850783825,0.120455311,1,0.02%,1.762256329,0.097493161,52,1.03%,1.988628727,0.156209347,303,6.01%,1.886391032,0.129691063,574,11.39%,1.846188392,0.119263353,243,4.82%,Kdm5c,1.963896143,0.14979424,1016,20.15%,2.018760959,0.164025007,1947,38.62%,1.858579471,0.122477336,383,7.60%,2.000443569,0.159273865,688,13.65%,1.849338205,0.120080348,420,8.33%,2.613649226,0.318326371,121,2.40%,1.947457306,0.145530356,847,16.80%,1.915104669,0.13713877,681,13.51%,2.000371262,0.15925511,1740,34.52%,2.273552179,0.23011243,4,0.08%
adipose tissue,epithelial cell,36992,8.48%,aggregated,2.801315681,0.367003057,17447,47.16%,1.853615894,0.121189889,3102,8.39%,1.912254401,0.136399471,8168,22.08%,1.869534212,0.125318762,2506,6.77%,1.762878524,0.097654546,1146,3.10%,1.884839341,0.129288587,2835,7.66%,1.905660223,0.134689081,4883,13.20%,1.777171335,0.101361797,805,2.18%,Kdm5c,1.90061849,0.133381363,7140,19.30%,1.992531081,0.157221534,12455,33.67%,1.843154232,0.118476357,3298,8.92%,1.955138722,0.147522752,4738,12.81%,1.826009865,0.114029473,2818,7.62%,2.821181951,0.372155945,2954,7.99%,1.894217987,0.131721209,6347,17.16%,1.878294166,0.127590908,4721,12.76%,1.981830139,0.154445937,13338,36.06%,1.959295146,0.14860084,15,0.04%
adipose tissue,    female,20186,8.48%,female,2.801968852,0.367172476,17436,86.38%,1.853112805,0.121059399,3091,15.31%,1.901839854,0.133698159,4628,22.93%,1.736849467,0.090903162,3,0.01%,1.759757669,0.096845062,537,2.66%,1.89836987,0.132798119,1888,9.35%,1.917554196,0.137774125,3020,14.96%,1.778539587,0.101716692,540,2.68%,Kdm5c,1.913907318,0.136828202,5047,25.00%,2.018051764,0.163841057,8837,43.78%,1.832717715,0.115769346,1939,9.61%,1.992896277,0.157316258,2633,13.04%,1.817917355,0.111930448,1636,8.10%,2.900935396,0.392842293,1007,4.99%,1.892401278,0.131249993,3501,17.34%,1.877462082,0.127375083,2834,14.04%,1.95939172,0.148625889,7523,37.27%,1.986662058,0.155699234,13,0.06%
adipose tissue,    male,16806,0.01%,male,1.766060049,0.098479765,11,0.07%,1.99496668,0.157853277,11,0.07%,1.925869803,0.139931017,3540,21.06%,1.869693282,0.125360022,2503,14.89%,1.765630412,0.098368327,609,3.62%,1.85786388,0.122291727,947,5.63%,1.8863796,0.129688098,1863,11.09%,1.774383315,0.100638643,265,1.58%,Kdm5c,1.868574307,0.125069784,2093,12.45%,1.9301967,0.141053322,3618,21.53%,1.858045071,0.122338724,1359,8.09%,1.907910504,0.135272756,2105,12.53%,1.837210667,0.116934722,1182,7.03%,2.77993312,0.361456876,1947,11.59%,1.896452807,0.132300873,2846,16.93%,1.879543836,0.127915046,1887,11.23%,2.010859241,0.161975469,5815,34.60%,1.78140974,0.102461149,2,0.01%
adipose tissue,mammary gland epithelial cell,9278,4.17%,aggregated,2.892266526,0.390593772,8581,92.49%,1.845451058,0.119072104,1386,14.94%,1.848855404,0.11995512,2062,22.22%,1.851183891,0.12055908,3,0.03%,1.73298111,0.089899792,280,3.02%,1.906834206,0.134993588,1382,14.90%,1.92225335,0.138992986,1257,13.55%,1.779318604,0.101918753,441,4.75%,Kdm5c,1.905527909,0.134654762,2765,29.80%,2.046483154,0.171215554,4957,53.43%,1.818757861,0.112148457,1059,11.41%,2.038150473,0.169054234,1918,20.67%,1.820095472,0.112495405,959,10.34%,1.648767911,0.06805668,26,0.28%,1.880254724,0.128099435,2077,22.39%,1.88972809,0.130556625,1790,19.29%,1.939787247,0.143540905,3728,40.18%,1.959668732,0.14869774,10,0.11%
adipose tissue,    female,9266,4.17%,female,2.892266526,0.390593772,8581,92.61%,1.845451058,0.119072104,1386,14.96%,1.848955922,0.119981192,2059,22.22%,1.79846859,0.106885852,2,0.02%,1.732439486,0.089759306,279,3.01%,1.90692037,0.135015937,1381,14.90%,1.922532197,0.139065313,1256,13.55%,1.779318604,0.101918753,441,4.76%,Kdm5c,1.905604203,0.134674551,2762,29.81%,2.046396869,0.171193174,4955,53.48%,1.818757861,0.112148457,1059,11.43%,2.038280332,0.169087917,1914,20.66%,1.819052637,0.112224916,957,10.33%,1.638237953,0.065325432,24,0.26%,1.880227786,0.128092448,2075,22.39%,1.889377807,0.130465769,1788,19.30%,1.939888669,0.143567212,3722,40.17%,1.959668732,0.14869774,10,0.11%
adipose tissue,    male,12,,male,,,,0.00%,,,,0.00%,1.779889425,0.102066811,3,25.00%,1.956614614,0.147905567,1,8.33%,1.884088993,0.129093963,1,8.33%,1.787812114,0.104121788,1,8.33%,1.572108507,0.048172861,1,8.33%,,,,0.00%,Kdm5c,1.835226854,0.116420163,3,25.00%,2.260313988,0.226678725,2,16.67%,,,,0.00%,1.97600472,0.152934948,4,33.33%,2.319062233,0.24191677,2,16.67%,1.775128007,0.100831801,2,16.67%,1.908249378,0.135360653,2,16.67%,2.202920198,0.211791997,2,16.67%,1.876857599,0.127218293,6,50.00%,,,,0.00%
adipose tissue,mesothelial cell,14318,3.50%,aggregated,2.77626694,0.360505947,7199,50.28%,1.856430801,0.121920016,1531,10.69%,1.854303105,0.121368137,2696,18.83%,1.854091752,0.121313317,1095,7.65%,1.776270673,0.101128184,449,3.14%,1.831252355,0.115389263,788,5.50%,1.900307236,0.13330063,2471,17.26%,1.722134181,0.08708633,112,0.78%,Kdm5c,1.886935844,0.129832376,2717,18.98%,1.936770865,0.14275852,4531,31.65%,1.821585186,0.112881805,1362,9.51%,1.855745888,0.121742365,1132,7.91%,1.788758451,0.104367248,921,6.43%,1.811082867,0.110157727,142,0.99%,1.858656274,0.122497257,2157,15.06%,1.825806488,0.113976721,1482,10.35%,1.960453068,0.14890118,5328,37.21%,2.05975461,0.174657888,2,0.01%
adipose tissue,    female,8012,3.50%,female,2.777034519,0.36070504,7194,89.79%,1.8564276,0.121919186,1530,19.10%,1.873157132,0.126258471,1519,18.96%,1.613610983,0.05893772,1,0.01%,1.785513126,0.10352548,170,2.12%,1.842275658,0.118248473,392,4.89%,1.904010619,0.134261209,1513,18.88%,1.706382357,0.083000641,58,0.72%,Kdm5c,1.905263869,0.134586275,1837,22.93%,1.959122855,0.148556151,3117,38.90%,1.827826045,0.114500551,726,9.06%,1.826270636,0.114097111,453,5.65%,1.800427559,0.107393967,507,6.33%,1.912119326,0.136364435,69,0.86%,1.864987622,0.124139474,1028,12.83%,1.811195605,0.110186969,757,9.45%,1.967204114,0.150652258,3127,39.03%,2.05975461,0.174657888,2,0.02%
adipose tissue,    male,6306,0.00%,male,1.671977997,0.074076882,5,0.08%,1.861259222,0.123172406,1,0.02%,1.829970678,0.115056823,1177,18.66%,1.854311537,0.121370324,1094,17.35%,1.770638962,0.099667438,279,4.42%,1.820340397,0.112558933,396,6.28%,1.894458237,0.131783524,958,15.19%,1.739052808,0.091474661,54,0.86%,Kdm5c,1.848675815,0.119908538,880,13.95%,1.887498653,0.129978356,1414,22.42%,1.814460994,0.111033941,636,10.09%,1.875410616,0.126842977,679,10.77%,1.774468021,0.100660615,414,6.57%,1.715582547,0.085386975,73,1.16%,1.852891326,0.121001952,1129,17.90%,1.841062096,0.117933701,725,11.50%,1.950861735,0.146413392,2201,34.90%,,,,0.00%
adipose tissue,endothelial cell,9028,0.74%,aggregated,2.393619138,0.261255245,1519,16.83%,1.89366096,0.131576728,170,1.88%,2.054033621,0.173173985,2639,29.23%,1.945926424,0.145133278,820,9.08%,1.811851794,0.11035717,287,3.18%,1.992901056,0.157317498,330,3.66%,1.979534184,0.153850416,654,7.24%,1.893430861,0.131517045,139,1.54%,Kdm5c,2.00932165,0.161576651,1069,11.84%,2.073468244,0.178214913,1863,20.64%,1.994731429,0.157792258,587,6.50%,2.000457958,0.159277598,785,8.70%,1.945459568,0.145012185,586,6.49%,2.874214712,0.385911516,2346,25.99%,2.036994403,0.168754374,1393,15.43%,1.996114469,0.158150989,925,10.25%,2.076734024,0.179061987,2069,22.92%,1.899972916,0.133213915,2,0.02%
adipose tissue,    male,6381,0.00%,male,2.514819145,0.29269195,2,0.03%,1.982957077,0.154738241,5,0.08%,2.048569107,0.171756606,1641,25.72%,1.945926424,0.145133278,820,12.85%,1.811161607,0.11017815,209,3.28%,2.005405443,0.16056087,223,3.49%,1.980006262,0.153972863,407,6.38%,1.898480194,0.132826734,99,1.55%,Kdm5c,2.011066683,0.162029275,635,9.95%,2.070942851,0.17755988,1117,17.51%,2.007133867,0.161009186,438,6.86%,2.021011178,0.164608666,526,8.24%,1.976293916,0.153009959,417,6.54%,2.850232106,0.379690938,1627,25.50%,2.037603954,0.168912479,1008,15.80%,1.999825937,0.159113665,648,10.16%,2.097187307,0.184367133,1414,22.16%,1.689535022,0.078630801,1,0.02%
adipose tissue,    female,2647,0.74%,female,2.393459413,0.261213816,1517,57.31%,1.89095496,0.130874849,165,6.23%,2.063018615,0.175504501,998,37.70%,,,,0.00%,1.813701336,0.110836902,78,2.95%,1.966840797,0.150558021,107,4.04%,1.97875643,0.153648683,247,9.33%,1.880934143,0.128275662,40,1.51%,Kdm5c,2.006768433,0.160914401,434,16.40%,2.077249563,0.179195707,746,28.18%,1.958273254,0.148335783,149,5.63%,1.958716787,0.148450825,259,9.78%,1.869377362,0.125278079,169,6.38%,2.928484114,0.399987844,719,27.16%,2.035398647,0.168340469,385,14.54%,1.987432046,0.155898953,277,10.46%,2.032580287,0.167609446,655,24.74%,2.110410929,0.18779706,1,0.04%
adipose tissue,endothelial cell of lymphatic vessel,1094,0.12%,aggregated,2.68835594,0.337703703,253,23.13%,1.924476624,0.139569655,48,4.39%,2.030632964,0.167104352,210,19.20%,2.031582798,0.167350719,137,12.52%,1.943006788,0.144375986,28,2.56%,2.073482229,0.17821854,67,6.12%,1.970334353,0.151464175,143,13.07%,1.865814209,0.124353873,26,2.38%,Kdm5c,2.042505372,0.170183803,212,19.38%,2.073145373,0.178131167,348,31.81%,1.905129919,0.134551532,106,9.69%,2.016883119,0.163537935,73,6.67%,2.014277995,0.162862221,119,10.88%,1.880101585,0.128059714,10,0.91%,2.053542175,0.173046514,200,18.28%,2.042802909,0.170260977,175,16.00%,2.049384466,0.171968093,391,35.74%,,,,0.00%
adipose tissue,    male,786,0.00%,male,2.052103758,0.17267342,1,0.13%,1.868844271,0.125139806,2,0.25%,2.055534783,0.173563355,127,16.16%,2.031582798,0.167350719,137,17.43%,1.882873959,0.128778809,18,2.29%,2.047196246,0.171400515,47,5.98%,2.019448613,0.164203369,89,11.32%,1.879457262,0.127892591,18,2.29%,Kdm5c,2.058042625,0.174213835,135,17.18%,2.081008631,0.180170729,218,27.74%,1.931210675,0.141316325,79,10.05%,2.061953275,0.175228175,53,6.74%,2.051841646,0.172605433,85,10.81%,2.235506821,0.220244273,5,0.64%,2.072364426,0.177928606,160,20.36%,2.040072021,0.169552643,125,15.90%,2.060915069,0.174958886,277,35.24%,,,,0.00%
adipose tissue,    female,308,0.12%,female,2.690880669,0.338358564,252,81.82%,1.926895473,0.140197054,46,14.94%,1.992530179,0.1572213,83,26.95%,,,,0.00%,2.051245689,0.172450855,10,3.25%,2.135253906,0.1942408,20,6.49%,1.889386636,0.130468059,54,17.53%,1.83511734,0.116391758,8,2.60%,Kdm5c,2.015264734,0.16311816,77,25.00%,2.059959059,0.174710918,130,42.21%,1.828819557,0.114758247,27,8.77%,1.897447395,0.132558849,20,6.49%,1.920368868,0.138504191,34,11.04%,1.52469635,0.035875155,5,1.62%,1.978252983,0.153518099,40,12.99%,2.049630127,0.172031812,50,16.23%,2.021367123,0.16470099,114,37.01%,,,,0.00%
adipose tissue,adipocyte,38984,8.47%,aggregated,3.418419255,0.527066599,17411,44.66%,1.847648962,0.119642194,6566,16.84%,1.73545008,0.090540191,3628,9.31%,1.722259453,0.087118822,3133,8.04%,1.704288521,0.082457545,301,0.77%,1.729363255,0.088961398,1850,4.75%,1.722815724,0.087263107,1263,3.24%,1.73909314,0.091485123,596,1.53%,Kdm5c,1.775516706,0.100932621,6088,15.62%,1.80526172,0.108647845,10034,25.74%,1.731876774,0.089613351,1607,4.12%,1.862816171,0.123576246,9491,24.35%,1.741390615,0.092081039,1549,3.97%,1.634715652,0.064411823,10,0.03%,1.74545417,0.093135039,2840,7.29%,1.75781151,0.09634027,3947,10.12%,1.817622313,0.11185392,14047,36.03%,1.813264756,0.110723662,21,0.05%
adipose tissue,    male,21387,0.00%,male,1.517331362,0.033964834,2,0.01%,2.055175304,0.173470113,2,0.01%,1.69019022,0.078800745,1515,7.08%,1.722452579,0.087168915,3131,14.64%,1.675997632,0.07511949,177,0.83%,1.702524689,0.082000044,924,4.32%,1.702389165,0.081964892,465,2.17%,1.708164007,0.083462764,220,1.03%,Kdm5c,1.714020099,0.084981709,2264,10.59%,1.744405861,0.09286313,3634,16.99%,1.670477629,0.073687719,749,3.50%,1.847539396,0.119613775,4446,20.79%,1.681295545,0.076493656,803,3.75%,1.580549598,0.0503623,8,0.04%,1.708238531,0.083482094,1437,6.72%,1.710489829,0.084066032,2026,9.47%,1.801967989,0.107793521,7871,36.80%,1.819802814,0.112419496,9,0.04%
adipose tissue,    female,17597,8.46%,female,3.41863763,0.527123241,17409,98.93%,1.84758573,0.119625793,6564,37.30%,1.767900834,0.098957226,2113,12.01%,1.419806957,0.008669078,2,0.01%,1.744671483,0.092932026,124,0.70%,1.756143854,0.095907715,926,5.26%,1.734718418,0.090350413,798,4.53%,1.757189812,0.096179014,376,2.14%,Kdm5c,1.811925657,0.110376328,3824,21.73%,1.839816284,0.117610564,6400,36.37%,1.785475795,0.103515797,858,4.88%,1.876279307,0.127068297,5045,28.67%,1.8060774,0.108859415,746,4.24%,1.85138011,0.120609974,2,0.01%,1.783571685,0.103021911,1403,7.97%,1.807719877,0.109285439,1921,10.92%,1.837572958,0.117028693,6176,35.10%,1.808361371,0.109451829,12,0.07%
adipose tissue,leukocyte,69419,3.42%,aggregated,2.734114472,0.349572493,7032,10.13%,1.899278119,0.133033699,1575,2.27%,1.99577328,0.158062492,11537,16.62%,1.985049245,0.155280905,10999,15.84%,1.788953162,0.104417752,1534,2.21%,2.010812363,0.16196331,5970,8.60%,1.940986576,0.143851986,6569,9.46%,1.895747955,0.13211805,2015,2.90%,Kdm5c,1.954524678,0.147363482,9059,13.05%,2.001455681,0.159536386,14708,21.19%,1.902706488,0.133922945,5484,7.90%,2.01613067,0.163342766,7694,11.08%,1.918474001,0.138012703,8114,11.69%,3.145339501,0.456235519,4427,6.38%,1.962732602,0.149492443,11544,16.63%,1.956054384,0.147760255,9639,13.89%,2.037449966,0.168872538,21579,31.09%,1.770874802,0.09972861,49,0.07%
