,,,,,Xist,,,,Tsix,,,,Ddx3x,,,,Ddx3y,,,,Eif1ax,,,,Ezh2,,,,Ftx,,,,Jpx,,,,,,,,,Kdm6a,,,,Pcgf3,,,,Pcgf5,,,,Rlim,,,,Rps4x,,,,Spen,,,,Suz12,,,,Usp9x,,,,Usp9y,,,
Tissue,Cell Type,Cell Count,Tissue Composition,Sex,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction
exocrine gland,epithelial cell,91188,37.10%,aggregated,2.911000125,0.395452869,86228,94.56%,1.663439722,0.071862235,501,0.55%,1.958162717,0.148307112,53864,59.07%,,,,0.00%,1.680265304,0.076226433,11334,12.43%,1.647224119,0.067656253,1267,1.39%,1.630043172,0.06319988,161,0.18%,1.587351976,0.052126692,113,0.12%,Kdm5c,1.642647378,0.066469143,2087,2.29%,1.671254845,0.073889312,1818,1.99%,1.641478631,0.066165995,1418,1.56%,1.654068455,0.069431528,1786,1.96%,1.668727441,0.073233757,4870,5.34%,3.738221143,0.610016407,90334,99.06%,1.661403518,0.071334087,2509,2.75%,1.649443485,0.068231909,2871,3.15%,1.697926158,0.080807283,7991,8.76%,,,,0.00%
exocrine gland,    female,91188,37.10%,female,2.911000125,0.395452869,86228,94.56%,1.663439722,0.071862235,501,0.55%,1.958162717,0.148307112,53864,59.07%,,,,0.00%,1.680265304,0.076226433,11334,12.43%,1.647224119,0.067656253,1267,1.39%,1.630043172,0.06319988,161,0.18%,1.587351976,0.052126692,113,0.12%,Kdm5c,1.642647378,0.066469143,2087,2.29%,1.671254845,0.073889312,1818,1.99%,1.641478631,0.066165995,1418,1.56%,1.654068455,0.069431528,1786,1.96%,1.668727441,0.073233757,4870,5.34%,3.738221143,0.610016407,90334,99.06%,1.661403518,0.071334087,2509,2.75%,1.649443485,0.068231909,2871,3.15%,1.697926158,0.080807283,7991,8.76%,,,,0.00%
exocrine gland,mammary gland epithelial cell,86579,35.46%,aggregated,2.928181484,0.399909348,82435,95.21%,1.653765165,0.069352861,468,0.54%,1.935021395,0.142304745,50274,58.07%,,,,0.00%,1.676456992,0.075238638,10833,12.51%,1.641477763,0.06616577,1200,1.39%,1.628417673,0.062778261,155,0.18%,1.581197155,0.050530262,98,0.11%,Kdm5c,1.627351228,0.062501647,1887,2.18%,1.656552362,0.070075801,1627,1.88%,1.636682396,0.064921954,1323,1.53%,1.649438797,0.068230693,1678,1.94%,1.652635088,0.069059743,4252,4.91%,3.754771115,0.614309118,85829,99.13%,1.65155931,0.068780709,2281,2.63%,1.642102914,0.066327921,2615,3.02%,1.690395753,0.078854056,7396,8.54%,,,,0.00%
exocrine gland,    female,86579,35.46%,female,2.928181484,0.399909348,82435,95.21%,1.653765165,0.069352861,468,0.54%,1.935021395,0.142304745,50274,58.07%,,,,0.00%,1.676456992,0.075238638,10833,12.51%,1.641477763,0.06616577,1200,1.39%,1.628417673,0.062778261,155,0.18%,1.581197155,0.050530262,98,0.11%,Kdm5c,1.627351228,0.062501647,1887,2.18%,1.656552362,0.070075801,1627,1.88%,1.636682396,0.064921954,1323,1.53%,1.649438797,0.068230693,1678,1.94%,1.652635088,0.069059743,4252,4.91%,3.754771115,0.614309118,85829,99.13%,1.65155931,0.068780709,2281,2.63%,1.642102914,0.066327921,2615,3.02%,1.690395753,0.078854056,7396,8.54%,,,,0.00%
exocrine gland,luminal epithelial cell of mammary gland,36143,14.90%,aggregated,3.050590844,0.431659733,34630,95.81%,1.698730469,0.081015904,172,0.48%,1.777330853,0.101403172,16658,46.09%,,,,0.00%,1.644258693,0.066887084,2861,7.92%,1.627474674,0.062533667,233,0.64%,1.643433809,0.066673127,16,0.04%,1.633540039,0.064106893,25,0.07%,Kdm5c,1.606639936,0.057129579,567,1.57%,1.631299438,0.063525729,400,1.11%,1.606131861,0.056997795,295,0.82%,1.621637457,0.061019617,272,0.75%,1.621994837,0.061112314,1137,3.15%,3.85073563,0.639200272,36083,99.83%,1.613631573,0.058943061,461,1.28%,1.61626413,0.05962589,607,1.68%,1.633104485,0.06399392,1786,4.94%,,,,0.00%
exocrine gland,    female,36143,14.90%,female,3.050590844,0.431659733,34630,95.81%,1.698730469,0.081015904,172,0.48%,1.777330853,0.101403172,16658,46.09%,,,,0.00%,1.644258693,0.066887084,2861,7.92%,1.627474674,0.062533667,233,0.64%,1.643433809,0.066673127,16,0.04%,1.633540039,0.064106893,25,0.07%,Kdm5c,1.606639936,0.057129579,567,1.57%,1.631299438,0.063525729,400,1.11%,1.606131861,0.056997795,295,0.82%,1.621637457,0.061019617,272,0.75%,1.621994837,0.061112314,1137,3.15%,3.85073563,0.639200272,36083,99.83%,1.613631573,0.058943061,461,1.28%,1.61626413,0.05962589,607,1.68%,1.633104485,0.06399392,1786,4.94%,,,,0.00%
exocrine gland,luminal adaptive secretory precursor cell of mammary gland,9911,4.08%,aggregated,2.925841248,0.399302341,9473,95.58%,1.702383628,0.081963456,52,0.52%,1.859416024,0.12269432,5856,59.09%,,,,0.00%,1.689511596,0.078624725,1428,14.41%,1.653055873,0.069168886,109,1.10%,1.835716009,0.11654704,8,0.08%,1.617275941,0.059888332,19,0.19%,Kdm5c,1.642684279,0.066478715,232,2.34%,1.656457159,0.070051107,203,2.05%,1.639818266,0.065735332,154,1.55%,1.639161336,0.065564938,181,1.83%,1.658075592,0.070470894,648,6.54%,3.893747547,0.650356648,9874,99.63%,1.630562522,0.063334589,242,2.44%,1.643218894,0.066617382,304,3.07%,1.659801665,0.070918601,714,7.20%,,,,0.00%
exocrine gland,    female,9911,4.08%,female,2.925841248,0.399302341,9473,95.58%,1.702383628,0.081963456,52,0.52%,1.859416024,0.12269432,5856,59.09%,,,,0.00%,1.689511596,0.078624725,1428,14.41%,1.653055873,0.069168886,109,1.10%,1.835716009,0.11654704,8,0.08%,1.617275941,0.059888332,19,0.19%,Kdm5c,1.642684279,0.066478715,232,2.34%,1.656457159,0.070051107,203,2.05%,1.639818266,0.065735332,154,1.55%,1.639161336,0.065564938,181,1.83%,1.658075592,0.070470894,648,6.54%,3.893747547,0.650356648,9874,99.63%,1.630562522,0.063334589,242,2.44%,1.643218894,0.066617382,304,3.07%,1.659801665,0.070918601,714,7.20%,,,,0.00%
exocrine gland,basal-myoepithelial cell of mammary gland,37091,15.17%,aggregated,2.7813147,0.361815228,35259,95.06%,1.629489943,0.063056384,261,0.70%,2.064472736,0.175881669,27488,74.11%,,,,0.00%,1.702586627,0.08201611,6648,17.92%,1.650608737,0.068534151,741,2.00%,1.630342434,0.063277503,115,0.31%,1.554619211,0.043636509,61,0.16%,Kdm5c,1.639929596,0.065764209,1108,2.99%,1.665671864,0.072441205,957,2.58%,1.643329135,0.066645977,880,2.37%,1.654829015,0.069628801,1297,3.50%,1.666560094,0.072671593,2581,6.96%,3.637334259,0.583848495,36993,99.74%,1.661088744,0.071252442,1590,4.29%,1.65503117,0.069681236,1825,4.92%,1.713602018,0.084873268,5027,13.55%,,,,0.00%
exocrine gland,    female,37091,15.17%,female,2.7813147,0.361815228,35259,95.06%,1.629489943,0.063056384,261,0.70%,2.064472736,0.175881669,27488,74.11%,,,,0.00%,1.702586627,0.08201611,6648,17.92%,1.650608737,0.068534151,741,2.00%,1.630342434,0.063277503,115,0.31%,1.554619211,0.043636509,61,0.16%,Kdm5c,1.639929596,0.065764209,1108,2.99%,1.665671864,0.072441205,957,2.58%,1.643329135,0.066645977,880,2.37%,1.654829015,0.069628801,1297,3.50%,1.666560094,0.072671593,2581,6.96%,3.637334259,0.583848495,36993,99.74%,1.661088744,0.071252442,1590,4.29%,1.65503117,0.069681236,1825,4.92%,1.713602018,0.084873268,5027,13.55%,,,,0.00%
exocrine gland,blood vessel endothelial cell,3923,1.41%,aggregated,2.575331584,0.308387589,3275,83.48%,1.850322113,0.120335553,25,0.64%,2.282697353,0.232484494,3015,76.85%,,,,0.00%,1.771006398,0.099762743,462,11.78%,1.778664304,0.101749041,57,1.45%,1.672036171,0.074091971,6,0.15%,1.627563604,0.062556733,15,0.38%,Kdm5c,1.80688625,0.109069214,185,4.72%,1.796920532,0.106484318,187,4.77%,1.711133754,0.084233053,94,2.40%,1.749147892,0.094093112,96,2.45%,1.795507654,0.106117848,539,13.74%,3.433819523,0.531061101,3828,97.58%,1.7607322,0.097097835,220,5.61%,1.734720866,0.090351048,243,6.19%,1.806502264,0.108969616,562,14.33%,,,,0.00%
exocrine gland,    female,3923,1.41%,female,2.575331584,0.308387589,3275,83.48%,1.850322113,0.120335553,25,0.64%,2.282697353,0.232484494,3015,76.85%,,,,0.00%,1.771006398,0.099762743,462,11.78%,1.778664304,0.101749041,57,1.45%,1.672036171,0.074091971,6,0.15%,1.627563604,0.062556733,15,0.38%,Kdm5c,1.80688625,0.109069214,185,4.72%,1.796920532,0.106484318,187,4.77%,1.711133754,0.084233053,94,2.40%,1.749147892,0.094093112,96,2.45%,1.795507654,0.106117848,539,13.74%,3.433819523,0.531061101,3828,97.58%,1.7607322,0.097097835,220,5.61%,1.734720866,0.090351048,243,6.19%,1.806502264,0.108969616,562,14.33%,,,,0.00%
exocrine gland,endothelial cell,4609,1.63%,aggregated,2.537588001,0.298597707,3793,82.30%,1.800642996,0.107449846,33,0.72%,2.282231459,0.232363651,3590,77.89%,,,,0.00%,1.762614054,0.097585948,501,10.87%,1.750144161,0.094351523,67,1.45%,1.672036171,0.074091971,6,0.13%,1.627563604,0.062556733,15,0.33%,Kdm5c,1.786966553,0.103902468,200,4.34%,1.796494888,0.106373915,191,4.14%,1.708274279,0.083491366,95,2.06%,1.725999903,0.088089016,108,2.34%,1.779446796,0.101952003,618,13.41%,3.422912909,0.528232158,4505,97.74%,1.759890372,0.096879482,228,4.95%,1.724425554,0.087680663,256,5.55%,1.791531603,0.105086545,595,12.91%,,,,0.00%
exocrine gland,    female,4609,1.63%,female,2.537588001,0.298597707,3793,82.30%,1.800642996,0.107449846,33,0.72%,2.282231459,0.232363651,3590,77.89%,,,,0.00%,1.762614054,0.097585948,501,10.87%,1.750144161,0.094351523,67,1.45%,1.672036171,0.074091971,6,0.13%,1.627563604,0.062556733,15,0.33%,Kdm5c,1.786966553,0.103902468,200,4.34%,1.796494888,0.106373915,191,4.14%,1.708274279,0.083491366,95,2.06%,1.725999903,0.088089016,108,2.34%,1.779446796,0.101952003,618,13.41%,3.422912909,0.528232158,4505,97.74%,1.759890372,0.096879482,228,4.95%,1.724425554,0.087680663,256,5.55%,1.791531603,0.105086545,595,12.91%,,,,0.00%
exocrine gland,Schwann cell,632,0.23%,aggregated,2.780261324,0.361542005,524,82.91%,1.93889706,0.14331001,13,2.06%,2.384645541,0.258927685,338,53.48%,,,,0.00%,2.155242689,0.199425465,132,20.89%,1.972029114,0.15190376,50,7.91%,2.020579251,0.164496633,11,1.74%,1.860463023,0.122965889,8,1.27%,Kdm5c,1.919636503,0.138314231,47,7.44%,1.917281431,0.137703376,34,5.38%,1.96481563,0.150032736,35,5.54%,1.950244377,0.146253263,29,4.59%,2.013600511,0.162686496,65,10.28%,2.972288172,0.411349685,523,82.75%,2.008957485,0.161482194,53,8.39%,1.941925465,0.144095514,55,8.70%,2.094258932,0.183607575,133,21.04%,,,,0.00%
exocrine gland,    female,632,0.23%,female,2.780261324,0.361542005,524,82.91%,1.93889706,0.14331001,13,2.06%,2.384645541,0.258927685,338,53.48%,,,,0.00%,2.155242689,0.199425465,132,20.89%,1.972029114,0.15190376,50,7.91%,2.020579251,0.164496633,11,1.74%,1.860463023,0.122965889,8,1.27%,Kdm5c,1.919636503,0.138314231,47,7.44%,1.917281431,0.137703376,34,5.38%,1.96481563,0.150032736,35,5.54%,1.950244377,0.146253263,29,4.59%,2.013600511,0.162686496,65,10.28%,2.972288172,0.411349685,523,82.75%,2.008957485,0.161482194,53,8.39%,1.941925465,0.144095514,55,8.70%,2.094258932,0.183607575,133,21.04%,,,,0.00%
exocrine gland,leukocyte,40736,14.97%,aggregated,2.778409907,0.361061787,34792,85.41%,1.754263093,0.095419886,834,2.05%,1.983961672,0.154998812,11889,29.19%,,,,0.00%,1.809692751,0.10979716,4307,10.57%,1.81611198,0.111462172,1388,3.41%,1.833468312,0.115964035,290,0.71%,1.757273356,0.096200684,207,0.51%,Kdm5c,1.806559621,0.108984493,2164,5.31%,1.833726909,0.11603111,3188,7.83%,1.811611456,0.110294831,803,1.97%,1.815355851,0.111266048,2179,5.35%,1.854374829,0.121386741,4223,10.37%,3.84301596,0.637197954,40295,98.92%,1.829329143,0.114890423,1946,4.78%,1.855518553,0.121683399,3608,8.86%,1.858504242,0.122457823,4818,11.83%,,,,0.00%
exocrine gland,    female,40736,14.97%,female,2.778409907,0.361061787,34792,85.41%,1.754263093,0.095419886,834,2.05%,1.983961672,0.154998812,11889,29.19%,,,,0.00%,1.809692751,0.10979716,4307,10.57%,1.81611198,0.111462172,1388,3.41%,1.833468312,0.115964035,290,0.71%,1.757273356,0.096200684,207,0.51%,Kdm5c,1.806559621,0.108984493,2164,5.31%,1.833726909,0.11603111,3188,7.83%,1.811611456,0.110294831,803,1.97%,1.815355851,0.111266048,2179,5.35%,1.854374829,0.121386741,4223,10.37%,3.84301596,0.637197954,40295,98.92%,1.829329143,0.114890423,1946,4.78%,1.855518553,0.121683399,3608,8.86%,1.858504242,0.122457823,4818,11.83%,,,,0.00%
exocrine gland,myeloid leukocyte,9341,3.49%,aggregated,2.726741633,0.347660135,8112,86.84%,1.777009533,0.101319829,124,1.33%,2.006905609,0.160949981,2530,27.08%,,,,0.00%,1.745875226,0.093244252,548,5.87%,1.759335725,0.096735619,207,2.22%,1.846007211,0.119216359,21,0.22%,1.710593143,0.08409283,59,0.63%,Kdm5c,1.734877877,0.090391773,253,2.71%,1.776830429,0.101273373,390,4.18%,1.756959098,0.096119172,112,1.20%,1.716326678,0.085579987,189,2.02%,1.80649293,0.108967195,605,6.48%,3.357871916,0.511361907,9053,96.92%,1.78873061,0.104360027,329,3.52%,1.791319098,0.105031425,466,4.99%,1.81350327,0.110785528,777,8.32%,,,,0.00%
exocrine gland,    female,9341,3.49%,female,2.726741633,0.347660135,8112,86.84%,1.777009533,0.101319829,124,1.33%,2.006905609,0.160949981,2530,27.08%,,,,0.00%,1.745875226,0.093244252,548,5.87%,1.759335725,0.096735619,207,2.22%,1.846007211,0.119216359,21,0.22%,1.710593143,0.08409283,59,0.63%,Kdm5c,1.734877877,0.090391773,253,2.71%,1.776830429,0.101273373,390,4.18%,1.756959098,0.096119172,112,1.20%,1.716326678,0.085579987,189,2.02%,1.80649293,0.108967195,605,6.48%,3.357871916,0.511361907,9053,96.92%,1.78873061,0.104360027,329,3.52%,1.791319098,0.105031425,466,4.99%,1.81350327,0.110785528,777,8.32%,,,,0.00%
exocrine gland,neutrophil,95,0.01%,aggregated,2.557330164,0.303718404,29,30.53%,,,,0.00%,2.402928458,0.263669885,36,37.89%,,,,0.00%,2.052409172,0.172752638,5,5.26%,1.830006282,0.115066058,3,3.16%,,,,0.00%,,,,0.00%,Kdm5c,2.005101585,0.160482056,5,5.26%,1.97035265,0.151468921,4,4.21%,,,,0.00%,2.099842644,0.185055871,5,5.26%,2.210540613,0.21376857,12,12.63%,2.841614943,0.377455829,52,54.74%,2.309313724,0.239388214,19,20.00%,2.096732378,0.184249134,4,4.21%,2.283621979,0.232724322,5,5.26%,,,,0.00%
exocrine gland,    female,95,0.01%,female,2.557330164,0.303718404,29,30.53%,,,,0.00%,2.402928458,0.263669885,36,37.89%,,,,0.00%,2.052409172,0.172752638,5,5.26%,1.830006282,0.115066058,3,3.16%,,,,0.00%,,,,0.00%,Kdm5c,2.005101585,0.160482056,5,5.26%,1.97035265,0.151468921,4,4.21%,,,,0.00%,2.099842644,0.185055871,5,5.26%,2.210540613,0.21376857,12,12.63%,2.841614943,0.377455829,52,54.74%,2.309313724,0.239388214,19,20.00%,2.096732378,0.184249134,4,4.21%,2.283621979,0.232724322,5,5.26%,,,,0.00%
exocrine gland,lymphocyte,29545,10.76%,aggregated,2.802843494,0.36739934,25005,84.63%,1.754592962,0.095505447,689,2.33%,1.986162852,0.155569751,8745,29.60%,,,,0.00%,1.827555453,0.114430365,3563,12.06%,1.838231031,0.117199383,1088,3.68%,1.835541808,0.116501856,265,0.90%,1.781419118,0.102463581,144,0.49%,Kdm5c,1.823276209,0.11332042,1794,6.07%,1.848946695,0.119978798,2699,9.14%,1.826042539,0.114037947,672,2.27%,1.831166617,0.115367024,1902,6.44%,1.871929682,0.125940096,3420,11.58%,3.991306541,0.675661376,29398,99.50%,1.846099284,0.119240241,1553,5.26%,1.876295527,0.127072504,2979,10.08%,1.878205476,0.127567904,3780,12.79%,,,,0.00%
exocrine gland,    female,29545,10.76%,female,2.802843494,0.36739934,25005,84.63%,1.754592962,0.095505447,689,2.33%,1.986162852,0.155569751,8745,29.60%,,,,0.00%,1.827555453,0.114430365,3563,12.06%,1.838231031,0.117199383,1088,3.68%,1.835541808,0.116501856,265,0.90%,1.781419118,0.102463581,144,0.49%,Kdm5c,1.823276209,0.11332042,1794,6.07%,1.848946695,0.119978798,2699,9.14%,1.826042539,0.114037947,672,2.27%,1.831166617,0.115367024,1902,6.44%,1.871929682,0.125940096,3420,11.58%,3.991306541,0.675661376,29398,99.50%,1.846099284,0.119240241,1553,5.26%,1.876295527,0.127072504,2979,10.08%,1.878205476,0.127567904,3780,12.79%,,,,0.00%
exocrine gland,plasma cell,450,0.18%,aggregated,2.737528435,0.350458002,419,93.11%,1.753121376,0.095123749,5,1.11%,1.714461131,0.085096103,73,16.22%,,,,0.00%,1.597036404,0.054638627,45,10.00%,1.647703691,0.067780643,11,2.44%,1.59038244,0.05291273,14,3.11%,1.710154891,0.083979156,4,0.89%,Kdm5c,1.725737413,0.088020931,6,1.33%,1.653854211,0.069375958,12,2.67%,1.607602477,0.057379241,2,0.44%,1.682762623,0.076874185,12,2.67%,1.582754612,0.050934234,10,2.22%,3.713688694,0.603653212,450,100.00%,1.620312055,0.060675836,9,2.00%,1.584237507,0.051318865,28,6.22%,1.645799412,0.067286714,17,3.78%,,,,0.00%
exocrine gland,    female,450,0.18%,female,2.737528435,0.350458002,419,93.11%,1.753121376,0.095123749,5,1.11%,1.714461131,0.085096103,73,16.22%,,,,0.00%,1.597036404,0.054638627,45,10.00%,1.647703691,0.067780643,11,2.44%,1.59038244,0.05291273,14,3.11%,1.710154891,0.083979156,4,0.89%,Kdm5c,1.725737413,0.088020931,6,1.33%,1.653854211,0.069375958,12,2.67%,1.607602477,0.057379241,2,0.44%,1.682762623,0.076874185,12,2.67%,1.582754612,0.050934234,10,2.22%,3.713688694,0.603653212,450,100.00%,1.620312055,0.060675836,9,2.00%,1.584237507,0.051318865,28,6.22%,1.645799412,0.067286714,17,3.78%,,,,0.00%
exocrine gland,B cell,4575,1.67%,aggregated,2.883460363,0.388309641,3892,85.07%,1.698049811,0.080839356,158,3.45%,1.950508151,0.14632168,1354,29.60%,,,,0.00%,1.79437915,0.105825138,500,10.93%,1.784496985,0.103261914,107,2.34%,1.852712359,0.120955532,63,1.38%,1.826137424,0.114062559,32,0.70%,Kdm5c,1.823975293,0.113501748,268,5.86%,1.867152623,0.124701029,336,7.34%,1.835877991,0.116589055,90,1.97%,1.771891034,0.099992199,126,2.75%,1.907619172,0.135197191,652,14.25%,4.089538788,0.701140732,4560,99.67%,1.871676757,0.125874493,202,4.42%,1.890309154,0.130707341,429,9.38%,1.85208653,0.120793205,490,10.71%,,,,0.00%
exocrine gland,    female,4575,1.67%,female,2.883460363,0.388309641,3892,85.07%,1.698049811,0.080839356,158,3.45%,1.950508151,0.14632168,1354,29.60%,,,,0.00%,1.79437915,0.105825138,500,10.93%,1.784496985,0.103261914,107,2.34%,1.852712359,0.120955532,63,1.38%,1.826137424,0.114062559,32,0.70%,Kdm5c,1.823975293,0.113501748,268,5.86%,1.867152623,0.124701029,336,7.34%,1.835877991,0.116589055,90,1.97%,1.771891034,0.099992199,126,2.75%,1.907619172,0.135197191,652,14.25%,4.089538788,0.701140732,4560,99.67%,1.871676757,0.125874493,202,4.42%,1.890309154,0.130707341,429,9.38%,1.85208653,0.120793205,490,10.71%,,,,0.00%
exocrine gland,innate lymphoid cell,7129,2.59%,aggregated,2.809034495,0.369005154,6009,84.29%,1.772671404,0.10019461,145,2.03%,2.076600725,0.179027412,3007,42.18%,,,,0.00%,1.824916603,0.113745904,1017,14.27%,1.822394306,0.113091673,277,3.89%,1.855219634,0.121605865,46,0.65%,1.755597628,0.095766036,39,0.55%,Kdm5c,1.804440995,0.108434966,542,7.60%,1.843724039,0.118624153,884,12.40%,1.823613522,0.113407912,274,3.84%,1.832047266,0.115595446,564,7.91%,1.855559529,0.121694027,1026,14.39%,3.779579168,0.620743799,7071,99.19%,1.835729556,0.116550554,661,9.27%,1.861498483,0.123234465,1039,14.57%,1.894425244,0.131774967,1345,18.87%,,,,0.00%
exocrine gland,    female,7129,2.59%,female,2.809034495,0.369005154,6009,84.29%,1.772671404,0.10019461,145,2.03%,2.076600725,0.179027412,3007,42.18%,,,,0.00%,1.824916603,0.113745904,1017,14.27%,1.822394306,0.113091673,277,3.89%,1.855219634,0.121605865,46,0.65%,1.755597628,0.095766036,39,0.55%,Kdm5c,1.804440995,0.108434966,542,7.60%,1.843724039,0.118624153,884,12.40%,1.823613522,0.113407912,274,3.84%,1.832047266,0.115595446,564,7.91%,1.855559529,0.121694027,1026,14.39%,3.779579168,0.620743799,7071,99.19%,1.835729556,0.116550554,661,9.27%,1.861498483,0.123234465,1039,14.57%,1.894425244,0.131774967,1345,18.87%,,,,0.00%
exocrine gland,natural killer cell,4349,1.51%,aggregated,2.741857726,0.351580929,3521,80.96%,1.784494128,0.103261173,84,1.93%,2.038367007,0.169110399,1666,38.31%,,,,0.00%,1.825006784,0.113769295,619,14.23%,1.807565119,0.109245298,194,4.46%,1.822611778,0.113148081,31,0.71%,1.764653813,0.098115018,22,0.51%,Kdm5c,1.81609472,0.111457695,365,8.39%,1.847039595,0.119484137,581,13.36%,1.858683324,0.122504273,182,4.18%,1.815078239,0.111194041,215,4.94%,1.859883626,0.122815606,636,14.62%,3.654875629,0.588398354,4296,98.78%,1.846691769,0.119393919,485,11.15%,1.873588748,0.126370423,697,16.03%,1.904345865,0.134348165,907,20.86%,,,,0.00%
exocrine gland,    female,4349,1.51%,female,2.741857726,0.351580929,3521,80.96%,1.784494128,0.103261173,84,1.93%,2.038367007,0.169110399,1666,38.31%,,,,0.00%,1.825006784,0.113769295,619,14.23%,1.807565119,0.109245298,194,4.46%,1.822611778,0.113148081,31,0.71%,1.764653813,0.098115018,22,0.51%,Kdm5c,1.81609472,0.111457695,365,8.39%,1.847039595,0.119484137,581,13.36%,1.858683324,0.122504273,182,4.18%,1.815078239,0.111194041,215,4.94%,1.859883626,0.122815606,636,14.62%,3.654875629,0.588398354,4296,98.78%,1.846691769,0.119393919,485,11.15%,1.873588748,0.126370423,697,16.03%,1.904345865,0.134348165,907,20.86%,,,,0.00%
exocrine gland,T cell,17391,6.32%,aggregated,2.780807903,0.361683776,14685,84.44%,1.771180481,0.099807896,381,2.19%,1.938880009,0.143305587,4311,24.79%,,,,0.00%,1.842370563,0.11827309,2001,11.51%,1.855881992,0.121777667,693,3.98%,1.845720103,0.119141889,142,0.82%,1.77940623,0.101941481,69,0.40%,Kdm5c,1.834121298,0.116133406,978,5.62%,1.849520007,0.120127503,1467,8.44%,1.826752507,0.114222098,306,1.76%,1.838460693,0.117258953,1200,6.90%,1.869861629,0.125403688,1732,9.96%,4.059107831,0.693247589,17317,99.57%,1.851561424,0.120657004,681,3.92%,1.888122682,0.130140216,1483,8.53%,1.875577681,0.12688631,1928,11.09%,,,,0.00%
exocrine gland,    female,17391,6.32%,female,2.780807903,0.361683776,14685,84.44%,1.771180481,0.099807896,381,2.19%,1.938880009,0.143305587,4311,24.79%,,,,0.00%,1.842370563,0.11827309,2001,11.51%,1.855881992,0.121777667,693,3.98%,1.845720103,0.119141889,142,0.82%,1.77940623,0.101941481,69,0.40%,Kdm5c,1.834121298,0.116133406,978,5.62%,1.849520007,0.120127503,1467,8.44%,1.826752507,0.114222098,306,1.76%,1.838460693,0.117258953,1200,6.90%,1.869861629,0.125403688,1732,9.96%,4.059107831,0.693247589,17317,99.57%,1.851561424,0.120657004,681,3.92%,1.888122682,0.130140216,1483,8.53%,1.875577681,0.12688631,1928,11.09%,,,,0.00%
exocrine gland,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",3069,1.14%,aggregated,2.948028599,0.405057268,2661,86.71%,1.883435377,0.128924429,67,2.18%,2.034899303,0.16821095,753,24.54%,,,,0.00%,1.968829478,0.151073843,460,14.99%,1.922571126,0.13907541,169,5.51%,1.90733155,0.135122588,23,0.75%,1.906865256,0.135001641,14,0.46%,Kdm5c,1.921768485,0.138867222,206,6.71%,1.946910139,0.145388432,313,10.20%,1.907691094,0.135215846,62,2.02%,1.959595785,0.148678819,346,11.27%,1.970684556,0.15155501,378,12.32%,3.893938531,0.650406186,3053,99.48%,1.947271276,0.145482104,162,5.28%,2.017571121,0.163716388,427,13.91%,1.998255203,0.15870625,438,14.27%,,,,0.00%
exocrine gland,    female,3069,1.14%,female,2.948028599,0.405057268,2661,86.71%,1.883435377,0.128924429,67,2.18%,2.034899303,0.16821095,753,24.54%,,,,0.00%,1.968829478,0.151073843,460,14.99%,1.922571126,0.13907541,169,5.51%,1.90733155,0.135122588,23,0.75%,1.906865256,0.135001641,14,0.46%,Kdm5c,1.921768485,0.138867222,206,6.71%,1.946910139,0.145388432,313,10.20%,1.907691094,0.135215846,62,2.02%,1.959595785,0.148678819,346,11.27%,1.970684556,0.15155501,378,12.32%,3.893938531,0.650406186,3053,99.48%,1.947271276,0.145482104,162,5.28%,2.017571121,0.163716388,427,13.91%,1.998255203,0.15870625,438,14.27%,,,,0.00%
exocrine gland,"CD8-positive, alpha-beta T cell",8298,3.19%,aggregated,2.809642836,0.369162944,7406,89.25%,1.772471237,0.100142691,160,1.93%,1.921458138,0.138786725,2304,27.77%,,,,0.00%,1.818235909,0.112013074,962,11.59%,1.828773676,0.114746346,344,4.15%,1.818215314,0.112007732,102,1.23%,1.746384621,0.093376378,40,0.48%,Kdm5c,1.799101585,0.107050037,535,6.45%,1.810591689,0.110030326,809,9.75%,1.786570288,0.103799685,179,2.16%,1.805320453,0.108663079,532,6.41%,1.829778224,0.115006905,972,11.71%,4.017154456,0.682365776,8275,99.72%,1.804908083,0.108556119,342,4.12%,1.818760025,0.112149018,716,8.63%,1.8298585,0.115027727,966,11.64%,,,,0.00%
